Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,LCA_TaxId
"820|AF013606.1 Bacteroides uniformis RecA (recA) gene",246,0,388,73.45,73.71,99.65,135.66,2.29,245.53,1e-26,Bacteria,unk_k,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,820
155900|GQ882658.1 Uncultured organism clone VC1D412TF genomic sequence,1378,0,864,99.07,99.54,99.53,100.47,5.65,1376.95,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882661.1 Uncultured organism clone VC1D414TF genomic sequence,1604,0,860,99.53,100.0,99.53,100.0,8.92,1602.96,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882671.1 Uncultured organism clone VC1D423TF genomic sequence,1822,0,871,99.31,100.0,99.31,100.0,11.04,1820.94,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882674.1 Uncultured organism clone VC1D425TF genomic sequence,512,0,346,99.13,100.29,98.85,99.71,6.21,511.58,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882675.1 Uncultured organism clone VC1D425TR genomic sequence,1876,0,927,99.24,99.89,99.35,100.11,10.49,1874.88,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882678.1 Uncultured organism clone VC1D432TR genomic sequence,3964,0,883,99.89,100.0,99.89,100.0,20.04,3962.93,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882679.1 Uncultured organism clone VC1D435TR genomic sequence,3418,0,900,99.67,100.0,99.67,100.0,18.99,3416.91,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882682.1 Uncultured organism clone VC1D437TF genomic sequence,2210,0,882,99.89,100.11,99.77,99.89,9.9,2208.93,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882686.1 Uncultured organism clone VC1D441TF genomic sequence,976,0,862,94.43,94.66,99.75,105.64,6.55,974.95,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882687.1 Uncultured organism clone VC1D441TR genomic sequence,812,0,887,99.1,99.89,99.21,100.11,6.42,810.92,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882693.1 Uncultured organism clone VC1D447TF genomic sequence,556,0,745,81.61,81.61,100.0,122.53,3.41,555.1,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882707.1 Uncultured organism clone VC1D458TR genomic sequence,1548,0,845,100.0,100.0,100.0,100.0,8.33,1546.98,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882709.1 Uncultured organism clone VC1D461TF genomic sequence,738,0,873,83.16,84.77,98.11,117.97,4.91,736.94,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882710.1 Uncultured organism clone VC1D461TR genomic sequence,2050,0,909,95.82,96.26,99.54,103.89,10.24,2048.9,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882713.1 Uncultured organism clone VC1D464TF genomic sequence,588,0,929,71.26,71.8,99.25,139.28,3.29,586.87,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882721.1 Uncultured organism clone VC1D472TF genomic sequence,3876,0,812,100.0,100.0,100.0,100.0,20.09,3875.01,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882722.1 Uncultured organism clone VC1D472TR genomic sequence,3196,0,855,99.65,100.23,99.42,99.77,16.08,3194.96,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882726.1 Uncultured organism clone VC1D476TF genomic sequence,1248,0,914,96.28,96.39,99.89,103.75,6.36,1246.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882732.1 Uncultured organism clone VC1D481TR genomic sequence,1930,0,861,98.84,99.19,99.65,100.82,11.78,1928.96,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882733.1 Uncultured organism clone VC1D482TF genomic sequence,3606,0,793,99.24,100.0,99.24,100.0,19.67,3605.04,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882734.1 Uncultured organism clone VC1D482TR genomic sequence,3356,0,833,99.64,100.12,99.52,99.88,19.47,3354.99,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882736.1 Uncultured organism clone VC1D485TF genomic sequence,2148,0,934,99.79,100.32,99.47,99.68,9.2,2146.87,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882737.1 Uncultured organism clone VC1D485TR genomic sequence,262,0,353,99.72,100.57,99.15,99.44,3.8,261.57,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882740.1 Uncultured organism clone VC1D488TF genomic sequence,3546,0,906,98.79,100.11,98.68,99.89,20.79,3544.9,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882741.1 Uncultured organism clone VC1D488TR genomic sequence,3442,0,839,99.76,100.36,99.41,99.64,22.42,3440.98,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882745.1 Uncultured organism clone VC1D492TF genomic sequence,530,0,384,99.22,100.0,99.22,100.0,7.15,529.53,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882746.1 Uncultured organism clone VC1D492TR genomic sequence,1220,0,922,95.66,97.51,98.11,102.56,7.3,1218.88,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882747.1 Uncultured organism clone VC1D493TF genomic sequence,1850,0,919,100.0,100.33,99.67,99.67,12.22,1848.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882757.1 Uncultured organism clone VC1D507TR genomic sequence,422,0,751,61.52,62.18,98.93,160.81,2.69,421.09,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882759.1 Uncultured organism clone VC1D509TF genomic sequence,634,0,920,83.48,86.41,96.6,115.72,4.41,632.88,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882760.1 Uncultured organism clone VC1D509TR genomic sequence,426,0,772,91.97,94.43,97.39,105.9,3.36,425.06,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882768.1 Uncultured organism clone VC1D519TR genomic sequence,716,0,902,96.34,96.9,99.43,103.2,4.91,714.91,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882769.1 Uncultured organism clone VC1D521TF genomic sequence,1000,0,902,92.68,93.9,98.7,106.49,7.12,998.91,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882770.1 Uncultured organism clone VC1D521TR genomic sequence,1892,0,902,99.67,100.67,99.01,99.34,11.37,1890.91,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882771.1 Uncultured organism clone VC1D522TF genomic sequence,2792,0,877,99.09,99.77,99.31,100.23,13.17,2790.94,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882772.1 Uncultured organism clone VC1D522TR genomic sequence,3122,0,846,100.0,100.47,99.53,99.53,16.07,3120.97,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882780.1 Uncultured organism clone VC1D529TR genomic sequence,2794,0,893,98.54,100.45,98.1,99.55,17.72,2792.92,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882783.1 Uncultured organism clone VC1D532TR genomic sequence,3480,0,780,99.49,100.13,99.36,99.87,22.36,3479.05,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882784.1 Uncultured organism clone VC1D534TF genomic sequence,1606,0,915,98.8,100.55,98.26,99.46,9.42,1604.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882785.1 Uncultured organism clone VC1D536TF genomic sequence,2004,0,836,99.28,100.0,99.28,100.0,13.5,2002.99,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882786.1 Uncultured organism clone VC1D536TR genomic sequence,2236,0,831,99.76,100.0,99.76,100.0,15.06,2234.99,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882790.1 Uncultured organism clone VC1D539TF genomic sequence,502,0,950,49.89,50.42,98.96,198.33,2.74,500.85,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882792.1 Uncultured organism clone VC1D543TF genomic sequence,3542,0,843,99.53,99.88,99.64,100.12,21.53,3540.98,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882793.1 Uncultured organism clone VC1D543TR genomic sequence,1850,0,908,93.83,94.16,99.65,106.2,11.7,1848.9,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882794.1 Uncultured organism clone VC1D544TF genomic sequence,926,0,793,81.08,83.73,96.84,119.43,6.48,925.04,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882803.1 Uncultured organism clone VC1D553TF genomic sequence,3608,0,866,99.65,100.12,99.54,99.88,19.88,3606.95,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882805.1 Uncultured organism clone VC1D555TR genomic sequence,1500,0,881,97.84,97.96,99.88,102.09,10.07,1498.93,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882806.1 Uncultured organism clone VC1D556TR genomic sequence,2076,0,852,92.84,95.07,97.65,105.19,13.91,2074.97,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882807.1 Uncultured organism clone VC1D557TF genomic sequence,456,0,801,68.29,69.66,98.03,143.55,2.63,455.03,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882816.1 Uncultured organism clone VC1D565TF genomic sequence,758,0,954,76.83,77.67,98.92,128.74,4.31,756.84,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882819.1 Uncultured organism clone VC1D569TR genomic sequence,3776,0,906,99.45,100.22,99.23,99.78,20.36,3774.9,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882826.1 Uncultured organism clone VC1D573TF genomic sequence,4378,0,997,99.5,100.3,99.2,99.7,19.2,4376.79,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882827.1 Uncultured organism clone VC1D573TR genomic sequence,4104,0,927,99.03,100.22,98.82,99.78,22.7,4102.88,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882841.1 Uncultured organism clone VC1D582TF genomic sequence,976,0,888,97.75,99.1,98.64,100.91,6.1,974.92,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882849.1 Uncultured organism clone VC1D589TF genomic sequence,644,0,954,86.27,88.89,97.05,112.5,3.88,642.84,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882850.1 Uncultured organism clone VC1D589TR genomic sequence,430,0,613,98.37,100.16,98.21,99.84,4.05,429.26,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882853.1 Uncultured organism clone VC1D591TF genomic sequence,3422,0,822,99.39,100.0,99.39,100.0,19.76,3421.0,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882854.1 Uncultured organism clone VC1D591TR genomic sequence,1974,0,856,93.93,94.63,99.26,105.68,13.03,1972.96,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882861.1 Uncultured organism clone VC1D601TF genomic sequence,4106,0,893,99.1,100.0,99.1,100.0,23.74,4104.92,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882862.1 Uncultured organism clone VC1D601TR genomic sequence,2330,0,802,86.66,88.28,98.16,113.28,16.04,2329.03,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882868.1 Uncultured organism clone VC1D608TF genomic sequence,4360,0,915,100.0,100.11,99.89,99.89,19.88,4358.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882871.1 Uncultured organism clone VC1D613TF genomic sequence,706,0,1011,70.62,70.82,99.72,141.2,4.11,704.77,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882887.1 Uncultured organism clone VC1D625TF genomic sequence,5514,0,919,99.35,100.11,99.24,99.89,26.18,5512.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882888.1 Uncultured organism clone VC1D625TR genomic sequence,4216,0,967,99.79,100.1,99.69,99.9,21.15,4214.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882915.1 Uncultured organism clone VC1D652TF genomic sequence,1190,0,876,99.54,100.0,99.54,100.0,7.18,1188.94,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882924.1 Uncultured organism clone VC1D659TR genomic sequence,2456,0,819,91.94,92.67,99.21,107.91,14.84,2455.01,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882937.1 Uncultured organism clone VC1D673TF genomic sequence,2298,0,957,99.69,100.1,99.58,99.9,10.92,2296.84,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882940.1 Uncultured organism clone VC1D676TF genomic sequence,1532,0,947,93.24,94.51,98.66,105.81,8.81,1530.85,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882941.1 Uncultured organism clone VC1D676TR genomic sequence,1312,0,919,82.59,82.92,99.61,120.6,6.39,1310.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882944.1 Uncultured organism clone VC1D680TF genomic sequence,3058,0,946,99.58,100.11,99.47,99.89,15.93,3056.85,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882945.1 Uncultured organism clone VC1D680TR genomic sequence,3186,0,849,99.53,100.12,99.41,99.88,17.11,3184.97,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882950.1 Uncultured organism clone VC1D688TF genomic sequence,1978,0,968,90.7,91.53,99.1,109.26,9.03,1976.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882956.1 Uncultured organism clone VC1D694TF genomic sequence,2176,0,772,100.0,100.26,99.74,99.74,12.59,2175.06,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882961.1 Uncultured organism clone VC1D703TR genomic sequence,3014,0,945,85.5,87.3,97.94,114.55,16.33,3012.85,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ882962.1 Uncultured organism clone VC1D704TF genomic sequence,1952,0,879,88.17,88.17,100.0,113.42,10.38,1950.93,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882963.1 Uncultured organism clone VC1D704TR genomic sequence,1964,0,895,99.78,100.0,99.78,100.0,9.45,1962.91,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882970.1 Uncultured organism clone VC1D710TR genomic sequence,3924,0,894,99.44,100.11,99.33,99.89,22.04,3922.92,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882971.1 Uncultured organism clone VC1D713TF genomic sequence,1192,0,998,90.78,91.18,99.56,109.67,5.86,1190.79,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882975.1 Uncultured organism clone VC1D716TR genomic sequence,4690,0,825,99.88,100.0,99.88,100.0,25.6,4689.0,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882979.1 Uncultured organism clone VC1D722TF genomic sequence,1288,0,828,99.76,99.88,99.88,100.12,8.45,1287.0,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882986.1 Uncultured organism clone VC1D727TF genomic sequence,1212,0,909,99.89,100.33,99.56,99.67,8.34,1210.9,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ882991.1 Uncultured organism clone VC1D730TF genomic sequence,2704,0,979,99.8,100.41,99.39,99.59,11.9,2702.81,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883011.1 Uncultured organism clone VC1D756TF genomic sequence,2564,0,884,99.55,99.55,100.0,100.45,12.4,2562.93,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883020.1 Uncultured organism clone VC1D763TR genomic sequence,800,0,356,98.31,100.0,98.31,100.0,9.68,799.57,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ883026.1 Uncultured organism clone VC1D772TF genomic sequence,1824,0,989,99.39,100.3,99.09,99.7,9.39,1822.8,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883027.1 Uncultured organism clone VC1D772TR genomic sequence,946,0,828,94.08,94.93,99.11,105.34,6.62,945.0,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883028.1 Uncultured organism clone VC1D774TR genomic sequence,1950,0,889,97.53,97.64,99.88,102.42,9.96,1948.92,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883031.1 Uncultured organism clone VC1D776TR genomic sequence,536,0,963,85.46,85.77,99.64,116.59,2.6,534.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883034.1 Uncultured organism clone VC1D780TR genomic sequence,384,0,666,86.64,86.94,99.65,115.03,3.62,383.19,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883064.1 Uncultured organism clone VC1D812TF genomic sequence,970,0,746,74.4,74.4,100.0,134.41,5.25,969.1,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883069.1 Uncultured organism clone VC1D818TR genomic sequence,2252,0,984,100.0,100.0,100.0,100.0,10.93,2250.81,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883070.1 Uncultured organism clone VC1D819TF genomic sequence,1482,0,896,99.11,100.56,98.56,99.45,7.05,1480.91,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883071.1 Uncultured organism clone VC1D819TR genomic sequence,1430,0,828,99.4,100.0,99.4,100.0,8.57,1429.0,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883077.1 Uncultured organism clone VC1D825TR genomic sequence,2216,0,875,98.29,100.0,98.29,100.0,14.68,2214.94,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ883086.1 Uncultured organism clone VC1D832TR genomic sequence,2306,0,899,98.78,100.0,98.78,100.0,16.09,2304.91,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883089.1 Uncultured organism clone VC1D835TF genomic sequence,3410,0,917,98.91,99.89,99.02,100.11,19.12,3408.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883090.1 Uncultured organism clone VC1D835TR genomic sequence,4450,0,1006,97.12,97.81,99.29,102.24,22.22,4448.78,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883093.1 Uncultured organism clone VC1D840TR genomic sequence,3948,0,1005,99.9,100.6,99.31,99.41,19.27,3946.78,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883104.1 Uncultured organism clone VC1D850TR genomic sequence,1608,0,818,99.14,100.0,99.14,100.0,11.24,1607.01,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883110.1 Uncultured organism clone VC1D856TF genomic sequence,1220,0,906,90.73,91.28,99.4,109.55,7.02,1218.9,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883111.1 Uncultured organism clone VC1D856TR genomic sequence,1360,0,854,98.95,98.95,100.0,101.07,9.86,1358.96,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883112.1 Uncultured organism clone VC1D857TF genomic sequence,5012,0,910,99.56,100.66,98.91,99.34,25.98,5010.9,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883113.1 Uncultured organism clone VC1D857TR genomic sequence,4470,0,992,99.4,100.1,99.3,99.9,20.47,4468.8,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883125.1 Uncultured organism clone VC1D865TF genomic sequence,3384,0,884,97.29,98.87,98.4,101.14,17.1,3382.93,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ883126.1 Uncultured organism clone VC1D865TR genomic sequence,1286,0,1040,65.38,67.79,96.45,147.52,5.91,1284.74,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ883130.1 Uncultured organism clone VC1D867TR genomic sequence,484,0,895,63.8,65.81,96.94,151.95,3.4,482.92,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ883131.1 Uncultured organism clone VC1D870TF genomic sequence,2266,0,596,100.0,100.0,100.0,100.0,19.17,2265.28,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883135.1 Uncultured organism clone VC1D873TF genomic sequence,1352,0,933,98.29,98.71,99.57,101.3,5.98,1350.87,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883145.1 Uncultured organism clone VC1D881TF genomic sequence,3452,0,832,99.4,100.24,99.16,99.76,19.39,3450.99,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883146.1 Uncultured organism clone VC1D881TR genomic sequence,3854,0,1041,99.23,100.48,98.76,99.52,17.25,3852.74,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883156.1 Uncultured organism clone VC1D888TR genomic sequence,1366,0,883,98.87,99.32,99.54,100.68,8.55,1364.93,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883157.1 Uncultured organism clone VC1D889TF genomic sequence,3246,0,807,99.13,100.5,98.64,99.51,18.11,3245.02,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883158.1 Uncultured organism clone VC1D889TR genomic sequence,3784,0,862,99.65,100.0,99.65,100.0,20.37,3782.95,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883163.1 Uncultured organism clone VC1D892TR genomic sequence,2036,0,1001,95.0,95.5,99.48,104.71,9.24,2034.79,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883168.1 Uncultured organism clone VC1D896TR genomic sequence,1468,0,840,99.88,100.0,99.88,100.0,6.9,1466.98,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883172.1 Uncultured organism clone VC1D904TF genomic sequence,4080,0,926,99.46,100.32,99.14,99.68,21.63,4078.88,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ883173.1 Uncultured organism clone VC1D904TR genomic sequence,4892,0,890,99.55,100.0,99.55,100.0,26.2,4890.92,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
